"feature_id","gene_symbol","ensembl_gene","custom_annotation"
"chr6:126257842-126258572","PPP1R14BP5","ENSG00000213133","Promoter (<=1kb)"
"chr6:126339747-126340788","CENPW","ENSG00000203760","Promoter (<=1kb)"
"chr6:130697700-130698517",NA,"ENSG00000229923","Promoter (<=1kb)"
"chr6:131182981-131185521",NA,"ENSG00000218857","Promoter (<=1kb)"
"chr6:131909472-131910272",NA,"ENSG00000280058","Promoter (<=1kb)"
"chr6:132131615-132132199",NA,"ENSG00000280155","Promoter (<=1kb)"
"chr6:132551158-132551920","TAAR8","ENSG00000146385","Promoter (<=1kb)"
"chr6:133888992-133890255","TCF21","ENSG00000118526","Promoter (<=1kb)"
"chr6:13614342-13616292",NA,"ENSG00000261071","Promoter (<=1kb)"
"chr6:137944770-137946072","LINC02865","ENSG00000229922","Promoter (<=1kb)"
"chr6:139270856-139271512",NA,"ENSG00000226571","Promoter (<=1kb)"
"chr6:141402556-141402813",NA,"ENSG00000286452","Promoter (<=1kb)"
"chr6:141402849-141404326",NA,"ENSG00000286452","Promoter (<=1kb)"
"chr6:142301367-142302787","ADGRG6","ENSG00000112414","Promoter (<=1kb)"
"chr6:144150706-144150983","STX11","ENSG00000135604","Promoter (<=1kb)"
"chr6:144284753-144287320","UTRN","ENSG00000152818","Promoter (<=1kb)"
"chr6:147406748-147407702","YAP1P1","ENSG00000220494","Promoter (<=1kb)"
"chr6:147659955-147660915",NA,"ENSG00000227681","Promoter (<=1kb)"
"chr6:148649137-148650177","RPSAP40","ENSG00000231368","Promoter (<=1kb)"
"chr6:149140128-149141172",NA,"ENSG00000289359","Promoter (<=1kb)"
"chr6:149962554-149964814","ULBP1","ENSG00000111981","Promoter (<=1kb)"
"chr6:152380381-152380833","SYNE1-AS1","ENSG00000234577","Promoter (<=1kb)"
"chr6:154732739-154733487","SCAF8","ENSG00000213079","Promoter (<=1kb)"
"chr6:157699566-157700645","SNX9","ENSG00000130340","Promoter (<=1kb)"
"chr6:158168444-158168985","GTF2H5","ENSG00000272047","Promoter (<=1kb)"
"chr6:160092596-160093427","CHP1P2","ENSG00000213073","Promoter (<=1kb)"
"chr6:160991333-160992840","MAP3K4","ENSG00000085511","Promoter (<=1kb)"
"chr6:163926517-163927081",NA,"ENSG00000288696","Promoter (<=1kb)"
"chr6:164108719-164109692",NA,"ENSG00000230627","Promoter (<=1kb)"
"chr6:164109711-164110018",NA,"ENSG00000230627","Promoter (<=1kb)"
"chr6:167226999-167227550","HPAT5","ENSG00000280707","Promoter (<=1kb)"
"chr6:167241612-167242527",NA,"ENSG00000228648","Promoter (<=1kb)"
"chr6:167766906-167769302",NA,"ENSG00000213065","Promoter (<=1kb)"
"chr6:168241629-168242682",NA,"ENSG00000234647","Promoter (<=1kb)"
"chr6:168716450-168716978",NA,"ENSG00000235815","Promoter (<=1kb)"
"chr6:170177700-170179307",NA,"ENSG00000273100","Promoter (<=1kb)"
"chr6:170553586-170554095","TBP","ENSG00000112592","Promoter (<=1kb)"
"chr6:17705747-17705947","NUP153","ENSG00000124789","Promoter (<=1kb)"
"chr6:18388203-18388610","RNF144B","ENSG00000137393","Promoter (<=1kb)"
"chr6:20319528-20320742",NA,"ENSG00000286590","Promoter (<=1kb)"
"chr6:21270358-21271296",NA,"ENSG00000287404","Promoter (<=1kb)"
"chr6:21354410-21355609",NA,"ENSG00000227089","Promoter (<=1kb)"
"chr6:22146597-22147589","NBAT1","ENSG00000260455","Promoter (<=1kb)"
"chr6:25651827-25652805","SCGN","ENSG00000079689","Promoter (<=1kb)"
"chr6:26156172-26156924","H1-4","ENSG00000168298","Promoter (<=1kb)"
"chr6:2634061-2634990","LINC01600","ENSG00000164385","Promoter (<=1kb)"
"chr6:26365007-26365299","BTN3A2","ENSG00000186470","Promoter (<=1kb)"
"chr6:26382958-26384272","BTN2A2","ENSG00000124508","Promoter (<=1kb)"
"chr6:26401496-26402612","BTN3A1","ENSG00000026950","Promoter (<=1kb)"
"chr6:26537229-26538970","HMGN4","ENSG00000182952","Promoter (<=1kb)"
"chr6:27018913-27020533",NA,"ENSG00000287966","Promoter (<=1kb)"
"chr6:27738130-27738969","GPR89P","ENSG00000216915","Promoter (<=1kb)"
"chr6:28266747-28267756","ZSCAN26","ENSG00000197062","Promoter (<=1kb)"
"chr6:28525657-28526493","GPX5","ENSG00000224586","Promoter (<=1kb)"
"chr6:291523-293403","DUSP22","ENSG00000112679","Promoter (<=1kb)"
"chr6:29906577-29907417","DDX39BP1","ENSG00000233677","Promoter (<=1kb)"
"chr6:29976081-29977497","HCG9","ENSG00000204625","Promoter (<=1kb)"
"chr6:30066552-30066854","PPP1R11","ENSG00000204619","Promoter (<=1kb)"
"chr6:30359387-30360009",NA,"ENSG00000224486","Promoter (<=1kb)"
"chr6:30516468-30516891","LINC02569","ENSG00000235781","Promoter (<=1kb)"
"chr6:30981856-30983730","MUC21","ENSG00000204544","Promoter (<=1kb)"
"chr6:31113784-31116136","PSORS1C1","ENSG00000204540","Promoter (<=1kb)"
"chr6:31542236-31542759","DDX39B-AS1","ENSG00000234006","Promoter (<=1kb)"
"chr6:31571827-31573291","LTA","ENSG00000226979","Promoter (<=1kb)"
"chr6:31585992-31587550","LST1","ENSG00000204482","Promoter (<=1kb)"
"chr6:31739434-31739661","CLIC1","ENSG00000213719","Promoter (<=1kb)"
"chr6:31945270-31946688","CFB","ENSG00000243649","Promoter (<=1kb)"
"chr6:32015263-32017328","C4B","ENSG00000224389","Promoter (<=1kb)"
"chr6:32039109-32039568","CYP21A2","ENSG00000231852","Promoter (<=1kb)"
"chr6:32153262-32155284","PPT2","ENSG00000221988","Promoter (<=1kb)"
"chr6:32659572-32660440","HLA-DQB1-AS1","ENSG00000223534","Promoter (<=1kb)"
"chr6:35343447-35343804","PPARD","ENSG00000112033","Promoter (<=1kb)"
"chr6:36127536-36127846","MAPK13","ENSG00000156711","Promoter (<=1kb)"
"chr6:36947547-36948463","PI16","ENSG00000164530","Promoter (<=1kb)"
"chr6:3848412-3850262","FAM50B","ENSG00000145945","Promoter (<=1kb)"
"chr6:39791353-39791618","DAAM2","ENSG00000146122","Promoter (<=1kb)"
"chr6:41100481-41101366","ADCY10P1","ENSG00000161912","Promoter (<=1kb)"
"chr6:41227924-41229598","TREML4","ENSG00000188056","Promoter (<=1kb)"
"chr6:41333070-41335227","NCR2","ENSG00000096264","Promoter (<=1kb)"
"chr6:41381404-41382132",NA,"ENSG00000279284","Promoter (<=1kb)"
"chr6:42879752-42880363","RPL7L1","ENSG00000146223","Promoter (<=1kb)"
"chr6:44513843-44514447",NA,"ENSG00000237530","Promoter (<=1kb)"
"chr6:44727571-44728621",NA,"ENSG00000286417","Promoter (<=1kb)"
"chr6:452364-453624",NA,"ENSG00000286364","Promoter (<=1kb)"
"chr6:4601729-4602471",NA,"ENSG00000260673","Promoter (<=1kb)"
"chr6:4610725-4611201","KU-MEL-3","ENSG00000205444","Promoter (<=1kb)"
"chr6:46760621-46761778",NA,"ENSG00000236164","Promoter (<=1kb)"
"chr6:52663354-52663945",NA,"ENSG00000216775","Promoter (<=1kb)"
"chr6:52670582-52671647","TMEM14A","ENSG00000096092","Promoter (<=1kb)"
"chr6:54846118-54848100","FAM83B","ENSG00000168143","Promoter (<=1kb)"
"chr6:63635175-63635897","PHF3","ENSG00000118482","Promoter (<=1kb)"
"chr6:65787639-65788275","SLC25A51P1","ENSG00000220483","Promoter (<=1kb)"
"chr6:67888619-67889616",NA,"ENSG00000287557","Promoter (<=1kb)"
"chr6:70098493-70099220","RPL37P15","ENSG00000216365","Promoter (<=1kb)"
"chr6:71886156-71887684","RIMS1","ENSG00000079841","Promoter (<=1kb)"
"chr6:73461608-73462464","MTO1","ENSG00000135297","Promoter (<=1kb)"
"chr6:73523441-73523955",NA,"ENSG00000229862","Promoter (<=1kb)"
"chr6:73695191-73696614","CD109","ENSG00000156535","Promoter (<=1kb)"
"chr6:7505243-7505696",NA,"ENSG00000219993","Promoter (<=1kb)"
"chr6:76774434-76775172",NA,"ENSG00000271945","Promoter (<=1kb)"
"chr6:7986310-7987205","PIP5K1P1","ENSG00000219294","Promoter (<=1kb)"
"chr6:80556306-80557126",NA,"ENSG00000216352","Promoter (<=1kb)"
"chr6:83859131-83859431","CYB5R4","ENSG00000065615","Promoter (<=1kb)"
"chr6:84689092-84690213",NA,"ENSG00000219604","Promoter (<=1kb)"
"chr6:87154841-87156470",NA,"ENSG00000272008","Promoter (<=1kb)"
"chr6:89080833-89082244","PNRC1","ENSG00000146278","Promoter (<=1kb)"
"chr6:90294941-90297403",NA,"ENSG00000260271","Promoter (<=1kb)"
"chr6:92723134-92723986","LINC02531","ENSG00000220908","Promoter (<=1kb)"
"chr6:93416431-93417705",NA,"ENSG00000287683","Promoter (<=1kb)"
"chr6:98178940-98180098","EIF4EBP2P3","ENSG00000220505","Promoter (<=1kb)"
"chr6:99424738-99426228",NA,"ENSG00000228506","Promoter (<=1kb)"
"chr6:99520880-99521856","TSTD3","ENSG00000279170","Promoter (<=1kb)"
"chr7:100368275-100368503","PILRA","ENSG00000085514","Promoter (<=1kb)"
"chr7:100428167-100428504","ZCWPW1","ENSG00000078487","Promoter (<=1kb)"
"chr7:100611676-100611925","MOSPD3","ENSG00000106330","Promoter (<=1kb)"
"chr7:100865539-100868412","TRIP6","ENSG00000087077","Promoter (<=1kb)"
"chr7:101016668-101017850","MUC12-AS1","ENSG00000227053","Promoter (<=1kb)"
"chr7:101019793-101020363","MUC17","ENSG00000169876","Promoter (<=1kb)"
"chr7:103343720-103344941","DNAJC2","ENSG00000105821","Promoter (<=1kb)"
"chr7:107167977-107169015","HBP1","ENSG00000105856","Promoter (<=1kb)"
"chr7:107563162-107564693","DUS4L","ENSG00000105865","Promoter (<=1kb)"
"chr7:111756339-111757381",NA,"ENSG00000287011","Promoter (<=1kb)"
"chr7:112421731-112422699","IFRD1","ENSG00000006652","Promoter (<=1kb)"
"chr7:114087079-114087346","FOXP2","ENSG00000128573","Promoter (<=1kb)"
"chr7:118213902-118215205","ANKRD7","ENSG00000106013","Promoter (<=1kb)"
"chr7:120988931-120989428","CPED1","ENSG00000106034","Promoter (<=1kb)"
"chr7:123655353-123656375","LMOD2","ENSG00000170807","Promoter (<=1kb)"
"chr7:1267004-1267677",NA,"ENSG00000233082","Promoter (<=1kb)"
"chr7:12686386-12687951","ARL4A","ENSG00000122644","Promoter (<=1kb)"
"chr7:127477656-127478303",NA,"ENSG00000226770","Promoter (<=1kb)"
"chr7:128236892-128237381",NA,"ENSG00000289434","Promoter (<=1kb)"
"chr7:128455101-128456425",NA,"ENSG00000273184","Promoter (<=1kb)"
"chr7:128530284-128532475",NA,"ENSG00000273270","Promoter (<=1kb)"
"chr7:128668368-128669257",NA,"ENSG00000241493","Promoter (<=1kb)"
"chr7:128829328-128829551","FLNC","ENSG00000128591","Promoter (<=1kb)"
"chr7:131897409-131898686",NA,"ENSG00000224865","Promoter (<=1kb)"
"chr7:132758711-132759882",NA,"ENSG00000225881","Promoter (<=1kb)"
"chr7:134742274-134743324","CALD1","ENSG00000122786","Promoter (<=1kb)"
"chr7:135147043-135148698","TMEM140","ENSG00000146859","Promoter (<=1kb)"
"chr7:139133105-139133598","TTC26","ENSG00000105948","Promoter (<=1kb)"
"chr7:139359026-139359641",NA,"ENSG00000273391","Promoter (<=1kb)"
"chr7:140209890-140211024","RNU6-797P","ENSG00000199971","Promoter (<=1kb)"
"chr7:140403529-140404845","RAB19","ENSG00000146955","Promoter (<=1kb)"
"chr7:142511458-142512034","TRBV7-7","ENSG00000253291","Promoter (<=1kb)"
"chr7:142544146-142545140","TRBV10-3","ENSG00000275791","Promoter (<=1kb)"
"chr7:142615136-142615899","TRBV18","ENSG00000276557","Promoter (<=1kb)"
"chr7:142626291-142627546","TRBV20-1","ENSG00000211747","Promoter (<=1kb)"
"chr7:142645838-142646323","TRBV23-1","ENSG00000211749","Promoter (<=1kb)"
"chr7:142714281-142714660","TRBV27","ENSG00000211752","Promoter (<=1kb)"
"chr7:142719961-142721304","TRBV28","ENSG00000211753","Promoter (<=1kb)"
"chr7:142779296-142780024","WBP1LP1","ENSG00000243661","Promoter (<=1kb)"
"chr7:142787436-142787892","TRBJ1-3","ENSG00000282133","Promoter (<=1kb)"
"chr7:142788315-142788684","TRBJ1-5","ENSG00000282173","Promoter (<=1kb)"
"chr7:142792605-142792952","TRBC1","ENSG00000211751","Promoter (<=1kb)"
"chr7:143130346-143131103","PIP","ENSG00000159763","Promoter (<=1kb)"
"chr7:143533245-143533828",NA,"ENSG00000229977","Promoter (<=1kb)"
"chr7:143620989-143621549",NA,"ENSG00000283537","Promoter (<=1kb)"
"chr7:143646493-143647660","TCAF2C","ENSG00000283528","Promoter (<=1kb)"
"chr7:146115633-146117285","CNTNAP2","ENSG00000174469","Promoter (<=1kb)"
"chr7:148697462-148697716",NA,"ENSG00000273314","Promoter (<=1kb)"
"chr7:148940464-148941351",NA,"ENSG00000286180","Promoter (<=1kb)"
"chr7:149195158-149197034","ZNF282","ENSG00000170265","Promoter (<=1kb)"
"chr7:149422686-149423354",NA,"ENSG00000261842","Promoter (<=1kb)"
"chr7:149775950-149777371","SSPOP","ENSG00000197558","Promoter (<=1kb)"
"chr7:149837673-149838106","ZNF862","ENSG00000106479","Promoter (<=1kb)"
"chr7:150322373-150324039","ZBED6CL","ENSG00000188707","Promoter (<=1kb)"
"chr7:150432963-150434279","LINC00996","ENSG00000242258","Promoter (<=1kb)"
"chr7:150484137-150484496",NA,"ENSG00000271582","Promoter (<=1kb)"
"chr7:150514697-150516137","GIMAP7","ENSG00000179144","Promoter (<=1kb)"
"chr7:150715148-150715698","GIMAP1","ENSG00000213203","Promoter (<=1kb)"
"chr7:152444702-152446769","CCT8L1P","ENSG00000020219","Promoter (<=1kb)"
"chr7:1529826-1530026","MAFK","ENSG00000198517","Promoter (<=1kb)"
"chr7:157853866-157855049","PTPRN2-AS1","ENSG00000233038","Promoter (<=1kb)"
"chr7:16989751-16990414",NA,"ENSG00000289189","Promoter (<=1kb)"
"chr7:175878-176604",NA,"ENSG00000239715","Promoter (<=1kb)"
"chr7:1837507-1839483",NA,"ENSG00000176349","Promoter (<=1kb)"
"chr7:20582353-20583032","EEF1A1P27","ENSG00000179460","Promoter (<=1kb)"
"chr7:21426790-21427054","SP4","ENSG00000105866","Promoter (<=1kb)"
"chr7:22725470-22726712","IL6","ENSG00000136244","Promoter (<=1kb)"
"chr7:23234338-23235300","GPNMB","ENSG00000136235","Promoter (<=1kb)"
"chr7:23679955-23681304","FAM221A","ENSG00000188732","Promoter (<=1kb)"
"chr7:2383148-2385060","KIF19BP","ENSG00000230914","Promoter (<=1kb)"
"chr7:2393116-2394026",NA,"ENSG00000271163","Promoter (<=1kb)"
"chr7:2677705-2680008","AMZ1","ENSG00000174945","Promoter (<=1kb)"
"chr7:27191860-27192915",NA,"ENSG00000253508","Promoter (<=1kb)"
"chr7:27379935-27380814",NA,"ENSG00000279655","Promoter (<=1kb)"
"chr7:27491252-27492622",NA,"ENSG00000235574","Promoter (<=1kb)"
"chr7:28297702-28298400","CREB5","ENSG00000146592","Promoter (<=1kb)"
"chr7:28298753-28299461","CREB5","ENSG00000146592","Promoter (<=1kb)"
"chr7:28986432-28987561",NA,"ENSG00000233517","Promoter (<=1kb)"
"chr7:29684307-29685764","ZNRF2P2","ENSG00000225264","Promoter (<=1kb)"
"chr7:29805976-29807840","WIPF3","ENSG00000122574","Promoter (<=1kb)"
"chr7:29988403-29988794","FKBP14-AS1","ENSG00000227014","Promoter (<=1kb)"
"chr7:34208940-34209855",NA,"ENSG00000236212","Promoter (<=1kb)"
"chr7:36147277-36147982",NA,"ENSG00000271117","Promoter (<=1kb)"
"chr7:36152295-36152503","EEPD1","ENSG00000122547","Promoter (<=1kb)"
"chr7:37683100-37684164","GPR141","ENSG00000187037","Promoter (<=1kb)"
"chr7:38310378-38311141",NA,"ENSG00000231916","Promoter (<=1kb)"
"chr7:38354136-38354813","TRGV4","ENSG00000211698","Promoter (<=1kb)"
"chr7:40134806-40135499","SUGCT","ENSG00000175600","Promoter (<=1kb)"
"chr7:423274-426147",NA,"ENSG00000286710","Promoter (<=1kb)"
"chr7:42932427-42933063","MRPL32","ENSG00000106591","Promoter (<=1kb)"
"chr7:43582473-43582736","STK17A","ENSG00000164543","Promoter (<=1kb)"
"chr7:44200470-44201628","YKT6","ENSG00000106636","Promoter (<=1kb)"
"chr7:44606083-44606366","OGDH","ENSG00000105953","Promoter (<=1kb)"
"chr7:44606403-44606722","OGDH","ENSG00000105953","Promoter (<=1kb)"
"chr7:45192382-45193150",NA,"ENSG00000289251","Promoter (<=1kb)"
"chr7:4724534-4726356",NA,"ENSG00000287665","Promoter (<=1kb)"
"chr7:47607853-47608554","LINC01447","ENSG00000236078","Promoter (<=1kb)"
"chr7:51471233-51471736",NA,"ENSG00000285741","Promoter (<=1kb)"
"chr7:5189626-5190984","WIPI2","ENSG00000157954","Promoter (<=1kb)"
"chr7:55018449-55020465","EGFR","ENSG00000146648","Promoter (<=1kb)"
"chr7:55591017-55591446",NA,"ENSG00000233977","Promoter (<=1kb)"
"chr7:55886907-55887788",NA,"ENSG00000249773","Promoter (<=1kb)"
"chr7:57654937-57655947",NA,"ENSG00000234085","Promoter (<=1kb)"
"chr7:64735720-64736976",NA,"ENSG00000224172","Promoter (<=1kb)"
"chr7:65268894-65270121",NA,"ENSG00000282381","Promoter (<=1kb)"
"chr7:6589270-6590994","C7orf26","ENSG00000146576","Promoter (<=1kb)"
"chr7:66075635-66075936","ASL","ENSG00000126522","Promoter (<=1kb)"
"chr7:66493190-66494219","LINC00174","ENSG00000179406","Promoter (<=1kb)"
"chr7:75842515-75843443","RHBDD2","ENSG00000005486","Promoter (<=1kb)"
"chr7:76317536-76318031",NA,"ENSG00000289059","Promoter (<=1kb)"
"chr7:76461274-76461522","DTX2","ENSG00000091073","Promoter (<=1kb)"
"chr7:76976838-76977853",NA,"ENSG00000225703","Promoter (<=1kb)"
"chr7:77989923-77990749","DDX3ILA1","ENSG00000232756","Promoter (<=1kb)"
"chr7:79912103-79912691","RNU6-849P","ENSG00000206818","Promoter (<=1kb)"
"chr7:80244347-80245627","RN7SL869P","ENSG00000244392","Promoter (<=1kb)"
"chr7:91263859-91264140","FZD1","ENSG00000157240","Promoter (<=1kb)"
"chr7:91940085-91941757","AKAP9","ENSG00000127914","Promoter (<=1kb)"
"chr7:92835460-92837014","CDK6-AS1","ENSG00000237819","Promoter (<=1kb)"
"chr7:94393304-94395758","COL1A2","ENSG00000164692","Promoter (<=1kb)"
"chr7:97116355-97116719","SDHAF3","ENSG00000196636","Promoter (<=1kb)"
"chr7:98210507-98210878","BHLHA15","ENSG00000180535","Promoter (<=1kb)"
"chr7:99504254-99504763","ZKSCAN5","ENSG00000196652","Promoter (<=1kb)"
"chr7:99979534-99981086","AZGP1P1","ENSG00000214313","Promoter (<=1kb)"
"chr8:100473106-100475045",NA,"ENSG00000253666","Promoter (<=1kb)"
"chr8:10053804-10055657","MSRA-DT","ENSG00000260093","Promoter (<=1kb)"
"chr8:101136720-101137929","RN7SKP249","ENSG00000202360","Promoter (<=1kb)"
"chr8:101279549-101280312",NA,"ENSG00000287479","Promoter (<=1kb)"
"chr8:103140425-103141843","BAALC","ENSG00000164929","Promoter (<=1kb)"
"chr8:10670923-10673272","C8orf74","ENSG00000171060","Promoter (<=1kb)"
"chr8:111376145-111376948","LINC02237","ENSG00000253434","Promoter (<=1kb)"
"chr8:11284334-11285287","MTMR9","ENSG00000104643","Promoter (<=1kb)"
"chr8:117520028-117520509","MED30","ENSG00000164758","Promoter (<=1kb)"
"chr8:11788915-11789918","SUB1P1","ENSG00000227203","Promoter (<=1kb)"
"chr8:119873232-119873517",NA,"ENSG00000245330","Promoter (<=1kb)"
"chr8:120060506-120060979","COL14A1","ENSG00000187955","Promoter (<=1kb)"
"chr8:122780099-122781707",NA,"ENSG00000272043","Promoter (<=1kb)"
"chr8:123613570-123614203",NA,"ENSG00000253286","Promoter (<=1kb)"
"chr8:124972777-124974136","ZNF572","ENSG00000180938","Promoter (<=1kb)"
"chr8:125429124-125430459","TRIB1","ENSG00000173334","Promoter (<=1kb)"
"chr8:127734932-127736659","MYC","ENSG00000136997","Promoter (<=1kb)"
"chr8:132866694-132867216","TG","ENSG00000042832","Promoter (<=1kb)"
"chr8:132867572-132868745","TG","ENSG00000042832","Promoter (<=1kb)"
"chr8:133190613-133192153","CCN4","ENSG00000104415","Promoter (<=1kb)"
"chr8:13566071-13567236","C8orf48","ENSG00000164743","Promoter (<=1kb)"
"chr8:141391376-141393172","PTP4A3","ENSG00000184489","Promoter (<=1kb)"
"chr8:141514118-141515063",NA,"ENSG00000226490","Promoter (<=1kb)"
"chr8:142680005-142680978","JRK","ENSG00000234616","Promoter (<=1kb)"
"chr8:143549206-143550280",NA,"ENSG00000254859","Promoter (<=1kb)"
"chr8:144292440-144292721","HSF1","ENSG00000185122","Promoter (<=1kb)"
"chr8:20349786-20350846",NA,"ENSG00000253164","Promoter (<=1kb)"
"chr8:2045703-2045928","MYOM2","ENSG00000036448","Promoter (<=1kb)"
"chr8:20700651-20701290",NA,"ENSG00000253300","Promoter (<=1kb)"
"chr8:20940864-20941541",NA,"ENSG00000254260","Promoter (<=1kb)"
"chr8:2202744-2204310",NA,"ENSG00000288782","Promoter (<=1kb)"
"chr8:22088685-22090621","FHIP2B","ENSG00000158863","Promoter (<=1kb)"
"chr8:22683506-22684235",NA,"ENSG00000261026","Promoter (<=1kb)"
"chr8:231733-233122","ZNF596","ENSG00000172748","Promoter (<=1kb)"
"chr8:23230370-23231424",NA,"ENSG00000250714","Promoter (<=1kb)"
"chr8:24293836-24294190","ADAM28","ENSG00000042980","Promoter (<=1kb)"
"chr8:24999973-25002057",NA,"ENSG00000288055","Promoter (<=1kb)"
"chr8:29529321-29530471",NA,"ENSG00000288964","Promoter (<=1kb)"
"chr8:30351812-30353298","TUBBP1","ENSG00000127589","Promoter (<=1kb)"
"chr8:32927603-32928563",NA,"ENSG00000247134","Promoter (<=1kb)"
"chr8:36321868-36322645",NA,"ENSG00000254320","Promoter (<=1kb)"
"chr8:37673522-37675028",NA,"ENSG00000253344","Promoter (<=1kb)"
"chr8:37696525-37696756","ZNF703","ENSG00000183779","Promoter (<=1kb)"
"chr8:37762059-37762377","PLPBP","ENSG00000147471","Promoter (<=1kb)"
"chr8:37783191-37783482","ADGRA2","ENSG00000020181","Promoter (<=1kb)"
"chr8:38029823-38031905","EIF4EBP1","ENSG00000187840","Promoter (<=1kb)"
"chr8:38105988-38106284","ASH2L","ENSG00000129691","Promoter (<=1kb)"
"chr8:38385046-38385309","LETM2","ENSG00000165046","Promoter (<=1kb)"
"chr8:41434381-41434990",NA,"ENSG00000253396","Promoter (<=1kb)"
"chr8:41660041-41660831","MIR486-2","ENSG00000283450","Promoter (<=1kb)"
"chr8:43139126-43139491","HGSNAT","ENSG00000165102","Promoter (<=1kb)"
"chr8:43291504-43292952","POTEA","ENSG00000188877","Promoter (<=1kb)"
"chr8:47591771-47592617",NA,"ENSG00000254065","Promoter (<=1kb)"
"chr8:48817993-48818916",NA,"ENSG00000286878","Promoter (<=1kb)"
"chr8:49045802-49046925",NA,"ENSG00000286701","Promoter (<=1kb)"
"chr8:49085612-49086549",NA,"ENSG00000253474","Promoter (<=1kb)"
"chr8:54152751-54154037","RNU6ATAC32P","ENSG00000251835","Promoter (<=1kb)"
"chr8:60876271-60877576",NA,"ENSG00000287975","Promoter (<=1kb)"
"chr8:62143095-62144891",NA,"ENSG00000237810","Promoter (<=1kb)"
"chr8:64579927-64582158","BHLHE22","ENSG00000180828","Promoter (<=1kb)"
"chr8:65644526-65644807","MTFR1","ENSG00000066855","Promoter (<=1kb)"
"chr8:66667628-66667985","C8orf44-SGK3","ENSG00000288602","Promoter (<=1kb)"
"chr8:66668018-66668230","C8orf44-SGK3","ENSG00000288602","Promoter (<=1kb)"
"chr8:6779175-6779913",NA,"ENSG00000287747","Promoter (<=1kb)"
"chr8:71826934-71828585","MSC-AS1","ENSG00000235531","Promoter (<=1kb)"
"chr8:74052125-74052875",NA,"ENSG00000254288","Promoter (<=1kb)"
"chr8:74547456-74548458","MIR5681A","ENSG00000266502","Promoter (<=1kb)"
"chr8:7525126-7525499",NA,"ENSG00000285659","Promoter (<=1kb)"
"chr8:76404275-76404938",NA,"ENSG00000270866","Promoter (<=1kb)"
"chr8:7835607-7836545","DEFB104A","ENSG00000176782","Promoter (<=1kb)"
"chr8:78515488-78517381","PKIA","ENSG00000171033","Promoter (<=1kb)"
"chr8:79890598-79891396",NA,"ENSG00000285758","Promoter (<=1kb)"
"chr8:8244450-8244963","ALG1L13P","ENSG00000253981","Promoter (<=1kb)"
"chr8:84182079-84183552","RALYL","ENSG00000184672","Promoter (<=1kb)"
"chr8:9002308-9002618","ERI1","ENSG00000104626","Promoter (<=1kb)"
"chr8:93645983-93647210","ZNF317P1","ENSG00000253781","Promoter (<=1kb)"
"chr8:93856063-93857071","PDP1","ENSG00000164951","Promoter (<=1kb)"
"chr8:93957955-93958424","RPL34P18","ENSG00000240509","Promoter (<=1kb)"
"chr8:95072192-95073665","MIR3150A","ENSG00000283522","Promoter (<=1kb)"
"chr8:95204090-95204620","CFAP418-AS1","ENSG00000253773","Promoter (<=1kb)"
"chr8:9555413-9555676",NA,"ENSG00000272267","Promoter (<=1kb)"
"chr8:96645833-96646172","CPQ","ENSG00000104324","Promoter (<=1kb)"
"chr8:97643509-97645766",NA,"ENSG00000287654","Promoter (<=1kb)"
"chr8:97788050-97788616",NA,"ENSG00000270682","Promoter (<=1kb)"
"chr9:100577834-100578100","CAVIN4","ENSG00000170681","Promoter (<=1kb)"
"chr9:105662111-105663103","TAL2","ENSG00000186051","Promoter (<=1kb)"
"chr9:105757620-105758364","DEPDC1P2","ENSG00000232486","Promoter (<=1kb)"
"chr9:110668270-110669423","MUSK","ENSG00000030304","Promoter (<=1kb)"
"chr9:111524677-111526430","ZNF483","ENSG00000173258","Promoter (<=1kb)"
"chr9:113151685-113152388","SLC31A2","ENSG00000136867","Promoter (<=1kb)"
"chr9:113409943-113410530","C9orf43","ENSG00000157653","Promoter (<=1kb)"
"chr9:113620159-113621066",NA,"ENSG00000233817","Promoter (<=1kb)"
"chr9:114155301-114157774","COL27A1","ENSG00000196739","Promoter (<=1kb)"
"chr9:117703472-117705010",NA,"ENSG00000285082","Promoter (<=1kb)"
"chr9:121282215-121283223",NA,"ENSG00000239593","Promoter (<=1kb)"
"chr9:122741709-122742283","OR1L6","ENSG00000171459","Promoter (<=1kb)"
"chr9:123033117-123033757","GPR21","ENSG00000188394","Promoter (<=1kb)"
"chr9:124658107-124659049","MIR181A2HG","ENSG00000224020","Promoter (<=1kb)"
"chr9:126915211-126915788","RALGPS1","ENSG00000136828","Promoter (<=1kb)"
"chr9:127793243-127793638","FPGS","ENSG00000136877","Promoter (<=1kb)"
"chr9:127794043-127795001","FPGS","ENSG00000136877","Promoter (<=1kb)"
"chr9:127934924-127935293",NA,"ENSG00000227218","Promoter (<=1kb)"
"chr9:128149091-128149671","LCN2","ENSG00000148346","Promoter (<=1kb)"
"chr9:128683700-128683985","HMGA1P4","ENSG00000234705","Promoter (<=1kb)"
"chr9:128786513-128788082","TBC1D13","ENSG00000107021","Promoter (<=1kb)"
"chr9:129452364-129452996",NA,"ENSG00000230676","Promoter (<=1kb)"
"chr9:129481818-129484200",NA,"ENSG00000261334","Promoter (<=1kb)"
"chr9:129575775-129577339",NA,"ENSG00000227619","Promoter (<=1kb)"
"chr9:129607152-129608137","NTMT1","ENSG00000148335","Promoter (<=1kb)"
