"Cluster","EdgeBetweenness","interaction","modality","name","Peak_chr","Peak_end","Peak_start","regulator_id","selected","shared interaction","shared name","site","source","strand","Target_gene_id","target_id","TF_id","tissue","Weight"
"10","925882.8916666796","regulates","EE","NFIC (regulates) PARP3","",,,"P08651_S339s","false","regulates","NFIC (regulates) PARP3","S339s","SCION","","","ENSG00000041880.15","","muscle","0.149729830819671"
"9","50580.58333333435","regulates","RE","TFEB (regulates) PFN1P2","",,,"P19484_S114sS122s","false","regulates","TFEB (regulates) PFN1P2","S114sS122s","SCION","","","ENSG00000270392.2","","muscle","0.161289606074532"
"11","47332.618131863135","regulates","EE","MEF2A (regulates) CEBPD","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) CEBPD","S98sT108t","SCION","","","ENSG00000221869.5","","muscle","0.265603336769623"
"10","288671.63008940045","regulates","EE","NFIC (regulates) FLYWCH1","",,,"P08651_S339s","false","regulates","NFIC (regulates) FLYWCH1","S339s","SCION","","","ENSG00000059122.17","","muscle","0.12414380742161"
"9","87975.46190476776","regulates","RE","TFEB (regulates) TMEM272","",,,"P19484_S109sS114s","false","regulates","TFEB (regulates) TMEM272","S109sS114s","SCION","","","ENSG00000281106.4","","muscle","0.103029895303074"
"10","381227.3468136482","regulates","EE","NFIC (regulates) CROCC","",,,"P08651_S339s","false","regulates","NFIC (regulates) CROCC","S339s","SCION","","","ENSG00000058453.17","","muscle","0.154897115274973"
"10","528903.709523798","regulates","EE","NFIC (regulates) METTL22","",,,"P08651_S339s","false","regulates","NFIC (regulates) METTL22","S339s","SCION","","","ENSG00000067365.15","","muscle","0.175973988558562"
"10","599596.4533910565","regulates","EE","NFIC (regulates) ZC3H15","",,,"P08651_S339s","false","regulates","NFIC (regulates) ZC3H15","S339s","SCION","","","ENSG00000065548.18","","muscle","0.104383658483046"
"9","97797.83333332938","regulates","RE","TFEB (regulates) TEX52","",,,"P19484_S109sS114s","false","regulates","TFEB (regulates) TEX52","S109sS114s","SCION","","","ENSG00000283297.2","","muscle","0.101776913697379"
"9","88325.03412698091","regulates","RE","TFEB (regulates) ENSG00000288187.1","",,,"P19484_S114sS122s","false","regulates","TFEB (regulates) ENSG00000288187.1","S114sS122s","SCION","","","ENSG00000288187.1","","muscle","0.119343586830573"
"10","592022.5418830988","regulates","EE","NFIC (regulates) FGF22","",,,"P08651_S339s","false","regulates","NFIC (regulates) FGF22","S339s","SCION","","","ENSG00000070388.12","","muscle","0.184961725178522"
"10","928409.5573592652","regulates","EE","NFIC (regulates) ROGDI","",,,"P08651_S339s","false","regulates","NFIC (regulates) ROGDI","S339s","SCION","","","ENSG00000067836.13","","muscle","0.135592249470477"
"9","97189.1333333216","regulates","RE","TFEB (regulates) ENSG00000285796.1","",,,"P19484_S423s","false","regulates","TFEB (regulates) ENSG00000285796.1","S423s","SCION","","","ENSG00000285796.1","","muscle","0.106571292702273"
"10","945977.0333332961","regulates","EE","NFIC (regulates) DERL2","",,,"P08651_S339s","false","regulates","NFIC (regulates) DERL2","S339s","SCION","","","ENSG00000072849.11","","muscle","0.165175550153939"
"9","51220.536363631734","regulates","RE","TFEB (regulates) ENSG00000288597.1","",,,"P19484_S423s","false","regulates","TFEB (regulates) ENSG00000288597.1","S423s","SCION","","","ENSG00000288597.1","","muscle","0.113591589662885"
"10","358599.4760440393","regulates","EE","NFIC (regulates) AP3M2","",,,"P08651_S339s","false","regulates","NFIC (regulates) AP3M2","S339s","SCION","","","ENSG00000070718.12","","muscle","0.197125129933014"
"11","82452.86547618143","regulates","RE","TFEB (regulates) PARP3","",,,"P19484_S109sS114sS122s","false","regulates","TFEB (regulates) PARP3","S109sS114sS122s","SCION","","","ENSG00000041880.15","","muscle","0.106464524992365"
"10","367167.2025178736","regulates","EE","NFIC (regulates) ZNF302","",,,"P08651_S339s","false","regulates","NFIC (regulates) ZNF302","S339s","SCION","","","ENSG00000089335.22","","muscle","0.10516220003467"
"10","555297.8095238792","regulates","EE","NFIC (regulates) MRPL22","",,,"P08651_S339s","false","regulates","NFIC (regulates) MRPL22","S339s","SCION","","","ENSG00000082515.18","","muscle","0.194155758873163"
"10","342725.4378036434","regulates","EE","NFIC (regulates) HNRNPC","",,,"P08651_S339s","false","regulates","NFIC (regulates) HNRNPC","S339s","SCION","","","ENSG00000092199.19","","muscle","0.18265897377981"
"11","16775.41666666726","regulates","RE","TFEB (regulates) DTNBP1","",,,"P19484_S109sS114sS122s","false","regulates","TFEB (regulates) DTNBP1","S109sS114sS122s","SCION","","","ENSG00000047579.20","","muscle","0.137090560965482"
"11","5345.0","regulates","EE","MEF2A (regulates) ENSG00000255148.2","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) ENSG00000255148.2","S98sT108t","SCION","","","ENSG00000255148.2","","muscle","0.158944060361522"
"10","1110086.223809514","regulates","EE","NFIC (regulates) PCBP4","",,,"P08651_S339s","false","regulates","NFIC (regulates) PCBP4","S339s","SCION","","","ENSG00000090097.22","","muscle","0.15816500746378"
"10","211445.14870129706","regulates","EE","NFIC (regulates) AAAS","",,,"P08651_S339s","false","regulates","NFIC (regulates) AAAS","S339s","SCION","","","ENSG00000094914.14","","muscle","0.191974237173919"
"11","30056.904761903308","regulates","RE","TFEB (regulates) AP3M2","",,,"P19484_S109sS114sS122s","false","regulates","TFEB (regulates) AP3M2","S109sS114sS122s","SCION","","","ENSG00000070718.12","","muscle","0.186830559517861"
"10","479305.7252664215","regulates","EE","NFIC (regulates) KRT31","",,,"P08651_S339s","false","regulates","NFIC (regulates) KRT31","S339s","SCION","","","ENSG00000094796.5","","muscle","0.302093548885328"
"10","781766.255036576","regulates","EE","NFIC (regulates) MICALL1","",,,"P08651_S339s","false","regulates","NFIC (regulates) MICALL1","S339s","SCION","","","ENSG00000100139.14","","muscle","0.119078500703016"
"10","1042668.1277777912","regulates","EE","NFIC (regulates) SH2D3C","",,,"P08651_S339s","false","regulates","NFIC (regulates) SH2D3C","S339s","SCION","","","ENSG00000095370.20","","muscle","0.192168324249121"
"10","1042975.4166667035","regulates","EE","NFIC (regulates) SYNGR1","",,,"P08651_S339s","false","regulates","NFIC (regulates) SYNGR1","S339s","SCION","","","ENSG00000100321.15","","muscle","0.266508003577587"
"11","92963.57268009253","regulates","EE","MEF2A (regulates) PRRC2B","",,,"Q02078_S98s","false","regulates","MEF2A (regulates) PRRC2B","S98s","SCION","","","ENSG00000288701.1","","muscle","0.229170343671874"
"10","420526.7596347958","regulates","EE","NFIC (regulates) PICK1","",,,"P08651_S339s","false","regulates","NFIC (regulates) PICK1","S339s","SCION","","","ENSG00000100151.16","","muscle","0.114466642760375"
,"5345.0","binds","","MEF2A (binds) LAD1","chr1","201422923","201421620","","false","binds","MEF2A (binds) LAD1","","MAGICAL","-","ENSG00000159166.15","","ENSG00000068305.18","",
"10","29229.86453634045","regulates","EE","NFIC (regulates) PSMB5","",,,"P08651_S339s","false","regulates","NFIC (regulates) PSMB5","S339s","SCION","","","ENSG00000100804.19","","muscle","0.309618038733196"
"11","424386.83992673655","regulates","EE","MEF2A (regulates) GABPB1-IT1","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) GABPB1-IT1","S98sT108t","SCION","","","ENSG00000285410.1","","muscle","0.125782025599909"
"10","529606.3000000173","regulates","EE","NFIC (regulates) L3MBTL2","",,,"P08651_S339s","false","regulates","NFIC (regulates) L3MBTL2","S339s","SCION","","","ENSG00000100395.15","","muscle","0.205041072826853"
"11","5345.0","regulates","EE","MEF2A (regulates) ENSG00000287570.1","",,,"Q02078_S98sT108t","false","regulates","MEF2A (regulates) ENSG00000287570.1","S98sT108t","SCION","","","ENSG00000287570.1","","muscle","0.100599319093897"
"10","263912.4425983182","regulates","EE","NFIC (regulates) NME3","",,,"P08651_S339s","false","regulates","NFIC (regulates) NME3","S339s","SCION","","","ENSG00000103024.8","","muscle","0.172349066536886"
"11","38939.404761904305","regulates","RE","TFEB (regulates) MACROH2A2","",,,"P19484_S109sS114sS122s","false","regulates","TFEB (regulates) MACROH2A2","S109sS114sS122s","SCION","","","ENSG00000099284.15","","muscle","0.17432247069371"
"10","1067655.085137056","regulates","EE","NFIC (regulates) NKAP","",,,"P08651_S339s","false","regulates","NFIC (regulates) NKAP","S339s","SCION","","","ENSG00000101882.10","","muscle","0.147339659768866"
"10","46453.922294369746","regulates","EE","NFIC (regulates) DTWD1","",,,"P08651_S339s","false","regulates","NFIC (regulates) DTWD1","S339s","SCION","","","ENSG00000104047.15","","muscle","0.281737164870521"
"10","537529.9833333732","regulates","EE","NFIC (regulates) IGDCC4","",,,"P08651_S339s","false","regulates","NFIC (regulates) IGDCC4","S339s","SCION","","","ENSG00000103742.12","","muscle","0.133932891216102"
"10","66396.23863636133","regulates","EE","NFIC (regulates) VRK3","",,,"P08651_S339s","false","regulates","NFIC (regulates) VRK3","S339s","SCION","","","ENSG00000105053.11","","muscle","0.122872299078724"
,"6815.39999999932","binds","","MEF2A (binds) GPR179","chr17","38359442","38358863","","false","binds","MEF2A (binds) GPR179","","MAGICAL","-","ENSG00000277399.6","","ENSG00000068305.18","",
"10","1140284.9345778034","regulates","EE","NFIC (regulates) ECH1","",,,"P08651_S339s","false","regulates","NFIC (regulates) ECH1","S339s","SCION","","","ENSG00000104823.9","","muscle","0.155686857976636"
"10","967995.1523809972","regulates","EE","NFIC (regulates) SEC23IP","",,,"P08651_S339s","false","regulates","NFIC (regulates) SEC23IP","S339s","SCION","","","ENSG00000107651.14","","muscle","0.118009879030678"
,"30595.66785714124","binds","","MEF2A (binds) SOCS7","chr17","38359442","38358863","","false","binds","MEF2A (binds) SOCS7","","MAGICAL","+","ENSG00000274211.6","","ENSG00000068305.18","",
"10","325820.0330417347","regulates","EE","NFIC (regulates) NRF1","",,,"P08651_S339s","false","regulates","NFIC (regulates) NRF1","S339s","SCION","","","ENSG00000106459.15","","muscle","0.307980971421944"
,"6697.531954023471","binds","","MEF2A (binds) RELL1","chr4","37623803","37622846","","false","binds","MEF2A (binds) RELL1","","MAGICAL","-","ENSG00000181826.10","","ENSG00000068305.18","",
"10","126881.54432136136","regulates","EE","NFIC (regulates) MRPS27","",,,"P08651_S339s","false","regulates","NFIC (regulates) MRPS27","S339s","SCION","","","ENSG00000113048.17","","muscle","0.119704174061533"
,"295273.6772019453","binds","","MEF2A (binds) OGDH","chr7","44671402","44671123","","false","binds","MEF2A (binds) OGDH","","MAGICAL","+","ENSG00000105953.16","","ENSG00000068305.18","",
"10","967995.1523809972","regulates","EE","NFIC (regulates) C2CD5","",,,"P08651_S339s","false","regulates","NFIC (regulates) C2CD5","S339s","SCION","","","ENSG00000111731.13","","muscle","0.114281824951737"
"10","1215567.0","regulates","EE","NFIC (regulates) SUMO1","",,,"P08651_S339s","false","regulates","NFIC (regulates) SUMO1","S339s","SCION","","","ENSG00000116030.17","","muscle","0.210200574051029"
"10","541541.0761904914","regulates","EE","NFIC (regulates) FANCL","",,,"P08651_S339s","false","regulates","NFIC (regulates) FANCL","S339s","SCION","","","ENSG00000115392.12","","muscle","0.205027073540371"
,"23046.166869095126","binds","","MEF2A (binds) NFS1","chr20","35719566","35718840","","false","binds","MEF2A (binds) NFS1","","MAGICAL","-","ENSG00000244005.13","","ENSG00000068305.18","",
"10","427487.48282826203","regulates","EE","NFIC (regulates) RBM25","",,,"P08651_S339s","false","regulates","NFIC (regulates) RBM25","S339s","SCION","","","ENSG00000119707.14","","muscle","0.292194137526868"
"10","1049308.969047624","regulates","EE","NFIC (regulates) MARK1","",,,"P08651_S339s","false","regulates","NFIC (regulates) MARK1","S339s","SCION","","","ENSG00000116141.17","","muscle","0.111942948283797"
,"5345.0","binds","","MEF2A (binds) ABRA","chr8","106766873","106766541","","false","binds","MEF2A (binds) ABRA","","MAGICAL","-","ENSG00000174429.4","","ENSG00000068305.18","",
"10","1159439.3974025631","regulates","EE","NFIC (regulates) PYROXD2","",,,"P08651_S339s","false","regulates","NFIC (regulates) PYROXD2","S339s","SCION","","","ENSG00000119943.13","","muscle","0.108187969216007"
,"5345.0","binds","","MEF2A (binds) PDK4","chr7","95582912","95581884","","false","binds","MEF2A (binds) PDK4","","MAGICAL","-","ENSG00000004799.8","","ENSG00000068305.18","",
"10","30559.06158008366","regulates","EE","NFIC (regulates) ALDH6A1","",,,"P08651_S339s","false","regulates","NFIC (regulates) ALDH6A1","S339s","SCION","","","ENSG00000119711.13","","muscle","0.165306430941292"
"10","22203.239926739545","regulates","EE","NFIC (regulates) SIRT5","",,,"P08651_S339s","false","regulates","NFIC (regulates) SIRT5","S339s","SCION","","","ENSG00000124523.17","","muscle","0.182363274818339"
,"38724.04953413142","binds","","MEF2A (binds) TPM1-AS","chr15","63069891","63067346","","false","binds","MEF2A (binds) TPM1-AS","","MAGICAL","-","ENSG00000259498.1","","ENSG00000068305.18","",
"10","44698.38385046199","regulates","EE","NFIC (regulates) GTDC1","",,,"P08651_S339s","false","regulates","NFIC (regulates) GTDC1","S339s","SCION","","","ENSG00000121964.15","","muscle","0.172167170507637"
,"5345.0","binds","","MEF2A (binds) IFRD1","chr7","112452505","112452148","","false","binds","MEF2A (binds) IFRD1","","MAGICAL","+","ENSG00000006652.15","","ENSG00000068305.18","",
"10","787991.7333333544","regulates","EE","NFIC (regulates) PPCS","",,,"P08651_S339s","false","regulates","NFIC (regulates) PPCS","S339s","SCION","","","ENSG00000127125.9","","muscle","0.251673350008366"
,"64936.72181984672","binds","","MEF2A (binds) NFIL3","chr9","91419631","91419273","","false","binds","MEF2A (binds) NFIL3","","MAGICAL","-","ENSG00000165030.4","","ENSG00000068305.18","",
"10","118182.20317460227","regulates","EE","NFIC (regulates) MKKS","",,,"P08651_S339s","false","regulates","NFIC (regulates) MKKS","S339s","SCION","","","ENSG00000125863.20","","muscle","0.16415125850088"
"10","1215567.0","regulates","EE","NFIC (regulates) DCTD","",,,"P08651_S339s","false","regulates","NFIC (regulates) DCTD","S339s","SCION","","","ENSG00000129187.15","","muscle","0.271332639936695"
,"5345.0","binds","","MEF2A (binds) VGLL2","chr6","117276043","117274769","","false","binds","MEF2A (binds) VGLL2","","MAGICAL","+","ENSG00000170162.14","","ENSG00000068305.18","",
"10","365719.10108838876","regulates","EE","NFIC (regulates) HERC2","",,,"P08651_S339s","false","regulates","NFIC (regulates) HERC2","S339s","SCION","","","ENSG00000128731.18","","muscle","0.208414560944525"
,"5345.0","binds","","MEF2A (binds) JOSD1","chr22","38616152","38614736","","false","binds","MEF2A (binds) JOSD1","","MAGICAL","-","ENSG00000100221.11","","ENSG00000068305.18","",
"10","9667.172222222063","regulates","EE","NFIC (regulates) QRSL1","",,,"P08651_S339s","false","regulates","NFIC (regulates) QRSL1","S339s","SCION","","","ENSG00000130348.11","","muscle","0.223610180188527"
"10","697978.9289682327","regulates","EE","NFIC (regulates) NGDN","",,,"P08651_S339s","false","regulates","NFIC (regulates) NGDN","S339s","SCION","","","ENSG00000129460.16","","muscle","0.154394711029899"
,"6186.109890109471","binds","","MEF2A (binds) LMOD2","chr7","123666937","123664933","","false","binds","MEF2A (binds) LMOD2","","MAGICAL","+","ENSG00000170807.12","","ENSG00000068305.18","",
"10","552177.3095238808","regulates","EE","NFIC (regulates) KIF3A","",,,"P08651_S339s","false","regulates","NFIC (regulates) KIF3A","S339s","SCION","","","ENSG00000131437.16","","muscle","0.149855942627495"
"10","534307.2404762245","regulates","EE","NFIC (regulates) MTRES1","",,,"P08651_S339s","false","regulates","NFIC (regulates) MTRES1","S339s","SCION","","","ENSG00000130349.10","","muscle","0.297930317425724"
,"7937.8522727282725","binds","","MEF2A (binds) GADD45G","chr9","89609257","89609055","","false","binds","MEF2A (binds) GADD45G","","MAGICAL","+","ENSG00000130222.11","","ENSG00000068305.18","",
"10","1102667.8055554756","regulates","EE","NFIC (regulates) ZSCAN5A","",,,"P08651_S339s","false","regulates","NFIC (regulates) ZSCAN5A","S339s","SCION","","","ENSG00000131848.10","","muscle","0.185069885275096"
"10","391733.76428570127","regulates","EE","NFIC (regulates) RAI2","",,,"P08651_S339s","false","regulates","NFIC (regulates) RAI2","S339s","SCION","","","ENSG00000131831.18","","muscle","0.100511190918871"
,"7052.583333333842","binds","","MEF2A (binds) HNRNPU","chr1","244920010","244919714","","false","binds","MEF2A (binds) HNRNPU","","MAGICAL","-","ENSG00000153187.20","","ENSG00000068305.18","",
"10","185699.5688311594","regulates","EE","NFIC (regulates) FIGNL1","",,,"P08651_S339s","false","regulates","NFIC (regulates) FIGNL1","S339s","SCION","","","ENSG00000132436.12","","muscle","0.300595173735213"
"10","146924.82182539263","regulates","EE","NFIC (regulates) RPA1","",,,"P08651_S339s","false","regulates","NFIC (regulates) RPA1","S339s","SCION","","","ENSG00000132383.12","","muscle","0.376310989624466"
